Sample.number,AceticAcid,Creatinine,Succinate,Acetaminophen,CitraconicAcid,L-Glycine,BenzoicAcid,L-Phenylalanine,L-Methionine,GlycolicAcid,L-GlutamicAcid,2-AminoAdipicAcid,3-PhosphoglycericAcid,L-Proline,KynurenicAcid,L-Arginine,D-Sorbitol,L-Ornithine,MandelicAcid,GlutaricAcid,Xylitol,Phenethylamine,L-Glutamine,3-PhenylPropionicAcid,Malonate,Propionate,L-Tyrosine,Threitol,L-Serine,L-Citrulline,trans-4-Hydroxy-L-Proline,L-Alanine,D-Mannose,Azelaic Acid,3-Hydroxybutyrate,2-MethylglutaricAcid,L-Tryptophane,L-Lysine,Spermidine,Butyrate,GABA,L-Arabitol,Galactitol,Dihydroxyacetone-phosphate,Dimethylamine,L-Anserine,Cytosine,Retinal,5-AminoValericAcid,PropyleneGlycol,Acetoacetate,2-Propanol,PhenylglyoxylicAcid,N-AcetylneuraminicAcid,L-Isoleucine,UrocanicAcid,4-HydroxyphenylAceticAcid,LinoleicAcid,N-Acetyl-L-AsparticAcid,MethylmalonicAcid,L-Valine,OleicAcid,HomovanillicAcid,IsovalericAcid,alpha-HydroxyisobutyricAcid,Acetone,O-Acetyl-L-Carnitine,PhosphoglycolicAcid,Dihydrothymine,D-Galactosamine,ThreonicAcid,IsocitricAcid,Ethanolamine,Putrescine,Lactose,Glycerol,Taurine,AscorbicAcid,PyroglutamicAcid,Indoxylsulfate,"1,3-Diaminopropane",L-Carnosine,Levoglucosan,Myo-Inositol,1-Methylhydantoin,NADP,Trimethylamine,4-EthylPhenol,TMAO,CholineChloride,Lactate,D-GluconicAcid,Creatine,Citrate,D-Fructose,Hypotaurine,D-Fucose,3-Methylxanthine,L-Cysteine,PimelicAcid,L-Aspartate,QuinolinicAcid,L-Arabinose,L-Histidine,D-Glucosamine,L-Threonine,Valerate,Beta-Alanine,gamma-LinolenicAcid,GlutaconicAcid,HippuricAcid,trans-FerulicAcid,3-MethyladipicAcid,Trigonelline,L-Glutathione-oxidized,VanillicAcid,Sarcosine,Glycerophosphocholine,SyringicAcid,Canthaxanthin,Coenzyme-Q10,D-GalacturonicAcid,L-Rhamnose,DehydroAscorbicAcid,D-GlucuronicAcid,GlycericAcid,SaccaricAcid,Glycogen,MalicAcid,L-Glutathione-reduced,2-Deoxycytidine,AdipicAcid,2-Deoxyguanosine,L-Leucine,Methanol,Methylguanidine,1-Methyl-L-Histidine,Dimethylsulfone,3-Methyl-L-Histidine,GuanidinoaceticAcid,L-Cystine,LevulinicAcid,GTP,2-Oxoglutarate,Betaine,Formate,2-PhosphoglycericAcid,D-Maltose,UDPG,StearicAcid,dAMP,Phosphocholine,N-Acetylglycine,Biliverdin,D-Xylose,D-Glucose-6-Phosphate,DocosahexaenoicAcid,NicotinuricAcid,S-Acetamidomethylcysteine,L-Asparagine,D-Glucose,Trans-AcotinicAcid,beta-HydroxyisovalericAcid,Uracil,D-Ribose,UMP,Methylamine,Dimethylglycine,L-Carnitine,EthylmalonicAcid,UTP,2-HydroxyphenylAceticAcid,4-AminoHippuricAcid,PantothenicAcid,beta-Carotene,7-Methylxanthine,TartaricAcid,2-PicolinicAcid,NAD,D-Galactose,3-HydroxyphenylAceticAcid,UDP,"D-Ribulose-1,5-bisphosphate",Chlorophyll-a,Phosphoenolpyruvate,Pyrocatechol,Uridine,Pyruvic-Acid,Cadaverine,SebacicAcid,GMP,2-Oxobutyrate
Sample_5083,0,0.01687032,0,0,0,0.00208872,0,0.00082929,0,0,0.00200432,0.00163602,0.00255213,0.00140554,0,0.00242804,0,0,0,0,0.00243911,0.00090932,0.00177507,0.00061775,0,0,0,0.00146493,0.00189718,0.00176819,0,0.00092208,0,0,0,0,0,0.00136456,0,0,0,0.00090588,0.00038865,0.00032884,0.00057884,0.00084232,0,0.00015762,0,0.00029263,0.00025498,0.00071269,0,0,0.00027409,0.00062505,0.00065549,0.00017398,0.00039644,0,0,0.00050677,0,0,0.00017881,0,0.00020005,0,0.00165061,0,0.0010898,0.00247288,0.00074779,0,0.00160009,0,0.00155016,0.00114169,0.00115834,0.00091665,0.00094577,0,0.0009403,0,0,0,0,0,0.00085155,0,0,0.00091032,0.0029737,0.00215846,0.00135611,0.00133167,0.00049585,0,0,0,0.00190338,0,0,0,0.00062622,0.00093109,0,0.00125842,0,0,0.00139969,0,0,0,0,0,0,0,0,6.27E-05,4.16E-05,0,0.00130138,0,0.00125264,0.00124065,0,0.00104228,0.00218451,0.00071558,0,0,0,0,0,0,0,0,0,0,0.00088992,0,0.00067043,0.00059958,0.00044321,0,0,0,0,0.00044904,0,0,0,0,0,0.00155338,0,0,0.00045846,0,0,0,0,0,0,0,0,0.00027206,0,0,0,0.00033537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5084,0,0.02357191,0,0,0,0.00223558,0,0.00082922,0,0.00115104,0.00171181,0.0012883,0.00117092,0.00136726,0.00057256,0.00411099,0.00068222,0,0,0,0.00056565,0.00064248,0.00151058,0.00051994,0,0,0.00065984,0,0.00241455,0.00220288,0,0.00163461,0,0,0,0.0006912,0.00072895,0,0,0,0,0,0,0.00031416,0.00068897,0.0008536,0,0.00017702,0,0,0,0,0,0,0.00026439,0,0,0.00025368,0.00035417,0.00044977,0,0.00031177,0,0,0.00021767,0.00012221,0.00025056,0,0.00055007,0,0.00140462,0.00247165,0,0.00058589,0.001583,0,0.00293842,0,0.0009935,0,0.00129457,0,0.00094188,0,0,0,0,0,0.00098676,9.14E-05,0,0.00184036,0.00219566,0.00113157,0.00119599,0.00090415,0.00054442,0,0.00200617,0,0.00169591,0,0.0016857,0,0,0.00100165,0,0.0014211,0,0,0.00093863,0,0,0,0,0,0,0,0.00020543,6.71E-05,6.35E-05,0.00217726,0,0,0.00124973,0.00178627,0,0.00084441,0.00151737,0,0.00085248,0,0.00039695,0.00036203,0.00029281,0.00021949,0,0.00014928,0,0,0.00141094,0,0.0008255,0,0,0,0,0.00087451,0,0,0,0,0,0,0,0,0,0,0.00064294,0,0,0,0,0,0,0,0,0.00031956,0,0,0,0,0,0,0,0,0,0,0,0.0012811,0,0,0,0,0,0,0,0,0,0,0.00051734,0
Sample_5085,0.00080969,0.00085388,0,0,0,0.00535857,0,0,0,0.01004974,0.00105878,0,0,0,0,0,0.00139658,0,0,0,0,0,0,0,0,0,0,0,0.00112829,0,0,0.00039608,0.00230279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301568,0,0,0,0.01222552,0.00132499,0,0,0,0,0,0,0,0,0,0,0.00164226,0,0.00307852,0.00394031,0.00072862,0,0,0,0.00072023,0.00345339,0,0,0,0,0.00943689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280874,0,0.00128179,0.00193473,0,0,0,0,0,0,0,0,0,0,0,0,0.0024684,0.00617832,0,0,0,0,0.00134118,0,0,0,0,0,0,0,0.000267,0,0,0,0,0,0,0,0.02165509,0,0,0,0,0,0,0,0,0,0,0,0,0.00033874,0,0,0,0,0,0.00372504,0,0,0,0,0,0,0,0,0.00027608,0,0,0
Sample_5086,0.00443319,0.02041888,0.00264783,0,0.00073278,0.00714265,0.0022018,0,0,0,0.00139764,0.00117702,0,0.00192746,0,0.00187243,0,0.00155622,0,0,0.00108456,0.00085269,0,0.0006025,0.00106057,0,0.00034933,0.00144078,0.00190288,0.00200576,0,0.00105442,0,0,0,0.00059384,0.00083721,0,0,0,0,0.00094684,0.00037605,0,0.00056232,0,0,0,0,0.00055276,0,0.00047321,0,0,0,0,0.0004212,0.00042459,0,0.00030918,0,0.00019975,0,0,0.00022784,0.00015042,8.61E-05,0,0,0.00215634,0.00105849,0.00209261,0,0,0.00178961,0,0.00063659,0.00112951,0.00132501,0,0.00085212,0.00107493,0.00063978,0,0,0,0,0,0.00061985,0.00016192,0.00190103,0,0,0.00125441,0,0.00122149,0.00075497,0,0.00169796,0,0.00155186,0,0.00121236,0,0.0007267,0,0,0.00123252,0,0,0.00208318,0,0,0.00027571,0,0,0,0,0,7.56E-05,0,0,0.00123339,0,0,0,0.00125423,0.00102907,0.00132698,0,0.00070591,0.00050517,0,0,0,0.0002698,0,0,0,0,0.00067229,0,0,0,0,0,0,0,0,0.00052846,0.00061783,0,0,0,0,0.00164231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5087,0.00390005,0.01782667,0.00093577,0,0,0.00788413,0.00535409,0.00087844,0,0,0.00147007,0.00175116,0.00228928,0.00167505,0,0.00337183,0,0,0,0,0.00190989,0.00128897,0,0.00061696,0,0,0,0.0009218,0.00158169,0.00151838,0.00119491,0.0006705,0,0,0,0.00040205,0.00049126,0,0.00087486,0,0,0,0.00100987,0.00034271,0.00066827,0,0,0,0,0.00052081,0.00029376,0.00088689,0,0,0.00027599,0.00051486,0.00034219,0.00023755,0.00046511,0,0,0.00040805,0,0,0.00017148,0.00012462,0.00011763,0,0.00168332,0.002374,0.00148217,0.00290145,0,0,0.00189052,0.00082961,0.00072474,0.00112951,0.00146178,0.00081471,0.00151953,0.0015271,0.00098197,0,0.00075392,0,0,0.00046356,0.00139666,0.00012063,0,0,0.0009304,0.00217538,0,0.0015946,0.00062958,0,0,0,0.00200752,0,0.00122973,0,0.00086636,0,0,0.00096462,0,0,0.00029665,0,0,0,0.00033614,0,0,0,0,7.48E-05,0,0,0.00104709,0,0,0.0012344,0,0.00128075,0.00247385,0,0,0.00044925,0.00047185,0,0,0.00025984,0,0.00019475,0,0,0.00202645,0,0,0,0,0.00139993,0,0,0,0.00055162,0,0,0,0.00038244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5088,0.006785,0.02327288,0.00050384,0,0,0.00818157,0.00445621,0,0,0,0.00351041,0.0021845,0.00232656,0.00324478,0,0.00290037,0.00175947,0,0.00043472,0,0.00171887,0.00144067,0,0.00074082,0.00405584,0.00087295,0,0.0024413,0.00219749,0.00162352,0,0.0009106,0,0,0.00032227,0.0005209,0.00073038,0,0.00066847,0,0.00079487,0,0.00052348,0.00043555,0.00093629,0,0,0.00022066,0.00060775,0.00205801,0.00045269,0.00031848,0,0.00056326,0.00040069,0.00068515,0,0.0002776,0.0004908,0.00031185,0.00028014,0,0,0,0.00028266,0,0.00011523,0.00680194,0.00110642,0,0.00139084,0.0011503,0,0,0.00155742,0,0.0014064,0,0.00166659,0.00129385,0.00069315,0,0.00077024,0,0,0,0.00078914,0,0.00044072,0.00016581,0,0,0.00190244,0,0,0,0,0,0,0,0.00095373,0,0,0,0,0.00057131,0,0.00060997,0,0,0,0,0,0,0,0,0.00018552,0,0.00013421,0,0,0,0,0,0,0,0,0,0,0,0,0.00073537,0,0,0,0.00038729,0,0,0,0.0017443,0.00057604,0.00043792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023633,0.00020923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5089,0.01548917,0.02358088,0.00034195,0,0,0,0.00317794,0,0,0,0.00151164,0.00157522,0.0024565,0.00174882,0,0.0017895,0,0,0,0,0.00085831,0.00113526,0,0.00069967,0,0,0.0003212,0,0,0.00141183,0.0007901,0,0,0,0,0,0.00049024,0,0.0012526,0,0,0,0.00061849,0.00029264,0.00126154,0,0,0.00019542,0.00067797,0.00027572,0.00022301,0.00103869,0,0,0.00039003,0,0.00058672,0.0002524,0.0004259,0.0003561,0,0.00012657,0.00031152,0,0.00028396,0.00022403,8.49E-05,0.00835265,0.00287523,0,0.00389851,0.00100059,0,0,0.00135818,0.00091661,0,0.00069778,0.00108047,0.00065192,0.0010192,0.00134655,0,0.00050506,0.00194123,0,0,0.00055191,0.00273631,0.00014923,0,0,0.0129382,0,0,0,0.00050797,0,0,0,0.00108254,0,0.0017618,0,0.00135095,0,0,0.00044842,0,0,0.00058422,0,0,0,0,0,0,0,0,7.52E-05,0,0.00282613,0,0,0,0,0,0.00129207,0,0,0,0.00075943,0,0,0.00039907,0.00044113,0,0.00021289,0,0,0.00062142,0,0,0.0005616,0,0.00151735,0,0,0,0.00039387,0,0,0,0.00047237,0,0,0,0,0.00051469,0,0,0,0,0.00076123,0.00145566,0.00073981,0,0.00216366,0,0,0,0,0,0,4.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5090,0.00349934,0.02441896,0,0,0,0.003875,0.00068364,0.00153194,0,0,0.00257251,0.0023196,0.00212799,0.00181047,0,0.00241239,0,0.0011924,0,0,0.00116944,0.00137244,0.00136217,0.00068301,0,0,0.00063043,0.00131634,0,0.001541,0.00073742,0.00091975,0,0,0,0,0.00048463,0.00110567,0,0,0,0,0.00031953,0.00053957,0.00101942,0.00078783,0,0.00020292,0,0.00037677,0.00035928,0,0,0,0.00026486,0,0.00103821,0.00029324,0.00035471,0.00035377,0,0.00035406,0.00026209,0.00021307,0.00027027,0,0.00037195,0.00330641,0,0,0.00068951,0.00134129,0.00097092,0,0.00126123,0,0.00190432,0,0.00126374,0.00162689,0.00110445,0,0.00067865,0,0,0,0,0.0004915,0.00199531,0.00015591,0.00220165,0,0.00849709,0.00091971,0,0.00110968,0.00054266,0,0,0,0.00089568,0,0.00144487,0,0.00078679,0,0,0.00101985,0,0,0,0,0,0,0.00078232,0,0,0,0,6.64E-05,5.90E-05,0.00222056,0.00098659,0,0,0,0,0.00111363,0.0009042,0,0,0.00048356,0,0.00023609,0,0,0,0,0,0,0.00113449,0.00033763,0.00058301,0,0,0,0,0,0,0,0,0,0,0,0,0.0010873,0,0,0,0,0,0,0,0,0,0.00071557,0,0,0,0.00072976,0,0,0,0.00022307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061033,0
Sample_5091,0.00587327,0.02804653,0.00047842,0,0,0.00859183,0.00505898,0.00057794,0,0.00064801,0.00208002,0.00106155,0.00191312,0.0017001,0,0.00152722,0.00118502,0,0,0,0.00097005,0.00042551,0,0.00046164,0.0007591,0,0,0,0.00188807,0.00182391,0,0.00114677,0,0,0,0.00049351,0,0.00139429,0,0,0.00038118,0,0.00119092,0,0,0.00091862,0,0.00024628,0.00069671,0.00079408,0,0,0,0,0.00039036,0,0.0003546,0.0003644,0.00034243,0.00038431,0,0.00039522,0,0,0.00015511,0,0.00017351,0.00499906,0.00051427,0,0.00200087,0.00218255,0.00100911,0,0.00120231,0,0.00274666,0,0.00150448,0,0.00123192,0,0.00057516,0,0,0,0,0,0.00077202,0.00012541,0.00173943,0,0.0013052,0.00150811,0,0.00106545,0.00052439,0,0,0,0.00186897,0,0.00133558,0,0,0.00091638,0,0.00122505,0,0,0,0,0,0,0,0,0,0.00047727,0,0,4.27E-05,0.00299973,0.00090665,0,0.00096611,0.00111744,0,0,0.00193346,0,0,0.00054299,0,0,0,0.00022742,0,0,0,0,0.00103174,0,0,0.00075168,0.00026252,0.00100605,0,0.00062137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024277,0,0,0,0,0,0,0,0,0,0,0,0.00081861,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5092,0.00351664,0.02274677,0,0,0,0.0059553,0.0047381,0,0,0,0.00292312,0.00172245,0.00226874,0.00184001,0,0.00314476,0.0010171,0.00143237,0.00029685,0,0.00088067,0.00108863,0,0.00057533,0,0,0,0.00089356,0.00231429,0.00154416,0,0.00056069,0.00108242,0,0,0,0.00075505,0,0.00102971,0,0.00046533,0.00076517,0.00097419,0.0002876,0.00092804,0,0,0.0001778,0.00075588,0.00053603,0.00025788,0.00041037,0,0,0.00037174,0.00054688,0.00038679,0.00040232,0.00024688,0.00044269,0,0.00032228,0.00040398,0,0.00014813,0.00016353,0.00010766,0.00550496,0.0006841,0.00253018,0.00122192,0.00174542,0,0,0.00156347,0,0.00166619,0,0.00133204,0.00077435,0.0007582,0.00069531,0,0,0,0,0,0,0.00297587,0.00018971,0,0,0,0.00073934,0,0.00117672,0.00076355,0,0,0,0.00138287,0,0.00149538,0,0,0,0,0.00100185,0,0,0.00159084,0,0,0.0004263,0,0,0,0,0,0.00010497,4.89E-05,0.0032664,0.00123762,0,0,0.00124282,0,0,0.00122742,0,0.00073532,0.00066134,0,0,0,0.00024353,0,0.00022252,0,0,0.00072405,0.00036299,0,0,0,0.00123243,0,0,0,0,0.00050539,0,0,0,0,0,0,0,0.00041082,0.00149439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036208,0,0,0,0,0,0,0,0,0
Sample_5093,0.00435797,0.01850277,0,0,0,0.0061785,0.00358851,0,0,0,0.00093031,0.00132522,0.00123722,0.00176674,0,0.00516769,0,0,0,0,0.00116556,0.00080353,0,0.00041563,0,0,0,0.00091902,0,0.00186144,0.00159454,0.00128157,0,0,0,0,0.00069908,0,0.00088172,0,0,0,0.0004578,0.00030743,0.00060399,0,0,0,0,0.0007274,0,0.00030113,0,0,0.00031821,0,0,0.00050181,0.00032237,0.00027087,0,0.00036463,0,0,0.00016554,0,0.00010279,0,0.00078163,0,0,0.001642,0,0.00088786,0.00288477,0,0.00392896,0,0.00156454,0,0.00107107,0,0.00076298,0,0,0,0,0,0.00647307,0.00027372,0.00225583,0,0,0.00114965,0.00131919,0.00082557,0.00100731,0,0,0,0.00193546,0,0.00207591,0,0.00086593,0.00188262,0,0.00120199,0,0.00047667,0,0,0,0,0,0,0,0,0,0,5.11E-05,0,0.00180382,0,0,0.0018603,0,0.00150731,0.0021429,0,0,0.00039352,0.00069357,0,0.00033345,0,0,0,0,0,0.00161784,0,0,0,0,0,0,0,0,0.00054681,0,0,0,0.00024738,0.00077815,0.00141482,0,0,0,0,0.00186047,0,0,0,0.0019626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5094,0.00242391,0.00882227,0,0,0,0.00180791,0,0,0,0,0.00217478,0.00182384,0.00165585,0.00210995,0,0.00226525,0.00085966,0.00124023,0,0,0.00070732,0.00072653,0.00081425,0.00047228,0,0,0.00031939,0.00125003,0.00108927,0.00233282,0.00134429,0.00103301,0,0,0,0.00039256,0,0,0.00081534,0,0,0.00108449,0,0.0002939,0.00072065,0.00067391,0,0.00025075,0.00080106,0.0016471,0,0.00033314,0,0.0002765,0.00029757,0,0.00043157,0.00049201,0.00050846,0.00038323,0,0.00038331,0,0,0.00018244,0,9.24E-05,0,0,0,0.00167731,0.00228955,0,0,0.00244514,0,0.00177307,0,0.00146758,0,0.00066661,0,0.00098758,0,0,0,0,0.00041594,0.00316457,0.00014023,0.00800068,0,0.00453602,0.00141419,0.00157655,0.00150018,0.00093098,0.00062848,0,0,0.00186531,0,0.00243667,0,0.00136072,0,0,0.00100468,0,0,0.00080107,0,0,0,0.00047807,0,0,0,0,0,5.61E-05,0,0.00169045,0,0.001179,0.0020948,0,0.00132734,0.00148537,0,0,0.00089594,0,0.00025144,0,0,0,0,0,0,0.00109685,0,0.00067282,0,0,0,0,0.00060202,0.00043983,0,0,0,0,0,0,0.00164158,0.00021585,0,0.00040243,0,0,0,0,0,0,0,0,0.00041125,0,0.00049674,0,0.00044065,0,0.00017202,0,0,0,0,0,0.00154465,0,0,0.00043098,0,0,0,0,0,0,0,0,0
Sample_5095,0.00076523,0.02120962,0,0.00041312,0,0.00479289,0,0.00124378,0,0,0.00252238,0.00174173,0.00236792,0.00179673,0,0.00296893,0,0,0,0,0.00150138,0.00067306,0.00112599,0.00075337,0,0,0.00034092,0.00099445,0.00342072,0.00147049,0,0.00090434,0,0,0,0,0,0,0,0,0.00066996,0,0,0.00028444,0.00065133,0.00054387,0,0,0,0.00027035,0.00022816,0.00030077,0,0,0.00028215,0,0.0009288,0.00013887,0.00035946,0.00031769,0,0.00045782,0.00024768,0,0.00018702,0,0.00013404,0,0,0,0.00189692,0.002247,0,0,0.00198334,0,0.00139854,0,0.00123284,0.00099107,0.000988,0,0,0,0,0,0,0,0.00149961,0.00022008,0.00142916,0,0.00384201,0.00134026,0,0.00119793,0.00047306,0,0,0,0.00179264,0,0.00206817,0,0.00080039,0.00103619,0,0.00113903,0,0,0.00731719,0,0,0,0.00039595,0,0,0,0,6.17E-05,0,0,0.0017294,0,0,0,0,0.00088519,0.00199451,0,0.00058972,0.00064662,0,0,0,0.00027452,0,0.00011286,0,0.00107249,0.00072225,0,0,0.00056532,0,0,0,0.00071683,0,0.00047069,0,0,0,0,0,0,0,0,0,0,0.00095015,0,0,0.00222484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5096,0,0.02279179,0,0,0,0.00295961,0,0,0,0.0012415,0.00184042,0.00140429,0.0013527,0.00190772,0,0.00365411,0,0,0,0,0.00081713,0.00065705,0.00180901,0.00058139,0.00073624,0,0.00049862,0.00073166,0.00121333,0.00209486,0,0.00100126,0,0,0.00090016,0,0.00062681,0.00152832,0,0,0.0004157,0,0,0.00042385,0.00070877,0.00093809,0,0.00031055,0,0.00026163,0.00019763,0.00031313,0,0,0.00026107,0,0.00082954,0.00024116,0.00040762,0.0004073,0,0.00022414,0,0,0.00019514,0,0.00024063,0,0.0023214,0,0.0012103,0.00206639,0,0.00101989,0.00143247,0,0.00208394,0,0,0,0.00110857,0,0.00071566,0.00053452,0,0,0,0.00036501,0.00178685,0.00017104,0,0,0.00196834,0.00053236,0,0.00054651,0.00071632,0,0.00274857,0,0.00158668,0,0.00147605,0.00219997,0,0.00067531,0,0.00082611,0,0,0.00101062,0,0,0,0,0,0,0,0,0,5.25E-05,0.00311228,0.00101599,0.00173992,0,0.00100471,0.00082959,0.00112444,0.00101837,0,0,0.00050995,0,0.00028684,0,0,0.00037355,0,0,0,0,0,0.00055275,0.00040401,0.00030089,0,0,0.00062312,0,0,0,0.00015468,0,0,0,0,0,0,0.00047172,0,0,0,0,0,0.00178762,0,0.00026633,0.00018857,0,0,0,0,0,0,0,0,0,0,0,0.00124223,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5097,0.00320955,0.02243777,0,0.00044893,0.0013476,0.0039611,0.00144495,0.00115846,0,0,0.00249593,0.00153754,0.00228793,0.00252554,0,0.0019971,0,0.00185602,0.00057818,0,0.00157326,0.0011615,0.00128293,0.00057975,0,0,0.00033513,0.00216242,0.00165534,0.00224354,0.00079735,0.00114131,0.00120169,0,0.00035438,0,0.00064557,0.00117056,0.00061192,0,0.0005149,0,0.00032748,0.00031552,0.00070061,0,0.00073845,0.00025619,0.00046631,0.00036964,0.00016772,0.00055589,0,0,0.00032857,0.00087121,0.0004701,0.00030622,0.00025149,0.00025228,0,0.00051446,0,0,0.00016715,0,0.00012145,0,0.00108988,0,0.0010149,0.00152023,0,0.0004693,0.00194182,0,0.00156887,0,0.00122226,0.00081865,0.00072318,0,0.00061007,0,0,0,0,0,0.00225006,0.00033113,0,0,0,0,0.00086279,0,0.00066846,0,0.00105993,0,0.00109139,0,0.00189447,0,0,0.00164062,0,0.00060715,0,0,0.00168387,0,0.00063797,0,0,0.0012945,0,0,0,0,5.08E-05,0.00313305,0.0009303,0,0,0,0,0.00109245,0,0,0.00057095,0.00044547,0,0.00028167,0,0.0003277,0.00032831,0,0,0.00099468,0.00100039,0.00032213,0.0005467,0.00047991,0.00094833,0,0,0,0,0,0,0,0,0,0,0.0010461,0,0,0.00045835,0.00129835,0,0,0,0.00069393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034742,0
Sample_5098,0.00250458,0.01735624,0.00031621,0,0.00087015,0.00362581,0.0014952,0.00104358,0,0,0.00194898,0.00201295,0.00232557,0.00168646,0,0.00125282,0,0.00137783,0.00026286,0,0.00112492,0.00109437,0.00132949,0.00060149,0,0,0.00030713,0.00123127,0.00156968,0.00130019,0,0.00063649,0,0,0,0,0,0.00091104,0.00058494,0,0,0.001063,0.00051323,0.00046867,0.00078731,0.00068967,0,0.00019038,0,0.0003775,0.00034286,0.00029519,0,0,0.00027213,0,0.00038754,0.00038077,0.00039589,0.0004251,0,0.00026678,0,0,0.00015272,0,0.00016067,0,0,0,0.00175401,0.00196327,0.00078652,0.00056704,0.00143257,0,0,0,0.00074322,0.00104568,0.00109613,0,0.00085218,0,0,0,0,0.0004736,0.00105221,0.00020498,0,0,0.00097821,0.001135,0,0.0010609,0.00056796,0,0,0,0.00093656,0,0.00129585,0,0.00084624,0.00148557,0,0.0009889,0,0,0.0005205,0,0,0,0.00039762,0,0,0,0,7.50E-05,0,0,0,0,0,0,0.0014005,0.00086197,0.00177503,0,0.00072449,0.00052195,0,0,0,0,0,0.00020928,0,0,0.00084564,0,0.0006038,0,0.0002367,0,0,0,0,0.00063201,0,0,0,0.00029794,0,0,0,0,0.00050056,0,0,0,0,0,0,0,0,0,0,0,0.0005091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample_5099,0.01358095,0.0272128,0,0,0,0,0.00110742,0.00068893,0.00041198,0,0.00183217,0.00148215,0.00137822,0.00157398,0,0.00250853,0.00124396,0,0,0,0.00155253,0.00086076,0,0.00079094,0,0.00043347,0.00037297,0.00155429,0,0.00080718,0,0,0,0,0,0,0.00060294,0.00100232,0.00113433,0,0,0,0.00078385,0.00031486,0.00099872,0,0,0.00056801,0.00077255,0.00032736,0.0001467,0.00049222,0,0,0.00034119,0,0.00047519,0.00025769,0.00044584,0.00028051,0,0.00052827,0.00029856,0,0.00025978,0,0.00022158,0.00631217,0.00105701,0,0.00295667,0.00302733,0.0008871,0,0.00102196,0.00081407,0.00156524,0.00068721,0.00172722,0.00061998,0.00090652,0,0,0,0.00093331,0,0,0,0.0008803,0.00025574,0,0,0.00218472,0.00265914,0,0.00174612,0.00073816,0,0,0,0,0,0.00156803,0,0.00110962,0,0,0.00302061,0,0,0,0,0,0,0,0,0.0002511,0,0.0002822,8.13E-05,7.68E-05,0.00404396,0.00149191,0,0,0,0,0,0.0012758,0.00088652,0.00060424,0.00057199,0,0,0,0.00029887,0,0.0001324,0,0.00316583,0.00111841,0.00041782,0,0.001014,0,0.0012498,0,0,0,0,0,0,0,0,0,0.0009658,0,0,0,0,0,0,0,0,0,0.00069359,0,0.00081908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
